97-11-18.086   770.588   1.3   17.311  0.014   17.791  0.021   18.278  0.033   18.823  0.055
97-11-18.090   770.592   1.3   17.351  0.015   17.832  0.022   18.235  0.032   18.828  0.056
97-11-21.087   773.589   1.3   17.314  0.015   17.781  0.022   18.251  0.033   18.785  0.057
97-11-21.091   773.593   1.2   17.341  0.016   17.769  0.022   18.238  0.033   18.798  0.058
97-11-27.094   779.595   1.4   17.324  0.017   17.763  0.023   18.256  0.035   18.760  0.061
97-11-27.098   779.599   1.3   17.353  0.020   17.791  0.027   18.274  0.040   18.696  0.069
97-11-29.039   781.540   1.3   17.332  0.015   17.777  0.021   18.251  0.033   18.769  0.055
97-11-29.043   781.544   1.3   17.339  0.015   17.803  0.022   18.274  0.034   18.761  0.056
97-12-02.053   784.554   1.3   17.328  0.015   17.774  0.022   18.200  0.032   18.680  0.052
97-12-02.057   784.558   1.3   17.311  0.015   17.799  0.022   18.244  0.033   18.830  0.058
97-12-17.035   799.534   1.3   17.354  0.018   17.811  0.025   18.234  0.036   18.856  0.072
97-12-17.040   799.539   1.3   17.346  0.017   17.827  0.024   18.218  0.034   18.901  0.069
98-08-16.168  1041.674   1.2   17.142  0.013   18.103  0.029   17.595  0.019   18.406  0.041
98-08-16.174  1041.680   1.3   17.120  0.013   18.089  0.028   17.591  0.018   18.436  0.041
98-08-29.224  1054.730   1.3   17.143  0.012   18.089  0.026   17.538  0.017   18.420  0.037
98-08-29.228  1054.734   1.3   17.136  0.012   18.125  0.027   17.578  0.017   18.429  0.038
98-08-29.237  1054.743   1.4   17.131  0.012   18.108  0.027   17.568  0.017   18.371  0.036
98-08-29.241  1054.747   1.3   17.156  0.012   18.120  0.027   17.579  0.017   18.389  0.036
98-11-08.069  1125.572   1.2   17.110  0.011   18.194  0.029   17.579  0.017   18.308  0.033
98-12-15.039  1162.539   1.3   17.192  0.013   18.177  0.030   17.645  0.019   18.206  0.032
98-12-15.047  1162.546   1.2   17.160  0.012   18.229  0.030   17.667  0.018   18.340  0.035
98-12-15.051  1162.550   1.2   17.166  0.012   18.195  0.029   17.640  0.018   18.311  0.034
98-12-15.057  1162.556   1.2   17.178  0.012   18.228  0.030   17.659  0.018   18.250  0.032
98-12-15.061  1162.560   1.2   17.155  0.012   18.175  0.028   17.630  0.018   18.272  0.032
98-12-17.037  1164.536   1.3   17.150  0.013   18.173  0.031   17.643  0.019   18.284  0.037
98-12-17.041  1164.540   1.3   17.178  0.014   18.221  0.033   17.665  0.020   18.304  0.039
98-12-18.029  1165.528   1.3   17.137  0.013   18.267  0.034   17.679  0.020   18.357  0.039
98-12-18.033  1165.532   1.3   17.176  0.013   18.249  0.032   17.641  0.019   18.277  0.035
98-12-18.043  1165.542   1.4   17.163  0.013   18.183  0.031   17.688  0.020   18.382  0.040
98-12-18.047  1165.546   1.4   17.151  0.014   18.257  0.034   17.630  0.020   18.367  0.041
98-12-19.033  1166.532   1.3   17.178  0.015   18.229  0.036   17.598  0.021   18.364  0.046
99-04-21.409  1289.905   1.4   17.045  0.012   18.068  0.028   17.289  0.014   18.382  0.040
99-04-21.413  1289.909   1.3   17.043  0.012   18.036  0.028   17.305  0.015   18.396  0.042
99-04-28.403  1296.901   1.3   17.022  0.012   18.121  0.029   17.306  0.015   18.393  0.040 
99-04-28.409  1296.907   1.3   17.017  0.011   18.098  0.028   17.313  0.014   18.361  0.037 
99-05-03.403  1301.900   1.3   17.038  0.012   18.152  0.031   17.292  0.015   18.433  0.043
99-05-03.407  1301.904   1.2   17.009  0.012   18.144  0.031   17.297  0.015   18.339  0.039
99-05-18.411  1316.909   1.2   16.965  0.011   18.094  0.028   17.245  0.014   18.356  0.038
99-05-18.415  1316.913   1.3   16.955  0.011   18.102  0.028   17.249  0.014   18.307  0.037
99-05-31.425  1329.925   1.3   16.909  0.011   18.046  0.029   17.220  0.014   18.413  0.042
99-05-31.429  1329.929   1.3   16.921  0.011   18.091  0.031   17.216  0.014   18.387  0.042
99-06-10.422  1339.922   1.3   16.903  0.011   18.073  0.028   17.184  0.013   18.414  0.040
99-06-10.426  1339.926   1.3   16.893  0.010   18.073  0.028   17.185  0.013   18.384  0.039
99-06-19.410  1348.912   1.2   16.873  0.010   18.095  0.029   17.126  0.013   18.478  0.043
99-06-19.414  1348.916   1.2   16.877  0.010   18.083  0.027   17.143  0.012   18.449  0.040
99-06-25.385  1354.887   1.3   16.878  0.011   18.042  0.029   17.090  0.013   18.448  0.047
99-06-25.389  1354.891   1.3   16.872  0.011   18.098  0.030   17.110  0.013   18.381  0.042
99-07-01.381  1360.884   1.3   16.857  0.011   18.066  0.029   17.113  0.013   18.427  0.043
99-07-01.385  1360.888   1.3   16.852  0.011   18.078  0.030   17.087  0.013   18.410  0.043
99-07-06.366  1365.869   1.3   16.855  0.011   18.067  0.029   17.113  0.013   18.427  0.042
99-07-06.370  1365.873   1.3   16.843  0.011   18.095  0.030   17.112  0.013   18.430  0.043
99-07-16.323  1375.827   1.3   16.840  0.010   18.088  0.029   17.132  0.013   18.414  0.041
99-07-16.327  1375.831   1.3   16.831  0.010   18.110  0.030   17.110  0.013   18.451  0.044
99-08-04.329: 1394.834   1.4   16.834  0.012   18.151  0.036   17.228  0.016   18.615  0.062
99-08-04.333: 1394.838   1.3   16.792  0.013   18.079  0.037   17.248  0.018   18.613  0.068
99-08-08.300  1398.805   1.2   16.817  0.010   18.091  0.028   17.299  0.014   18.394  0.039
99-08-08.296  1398.801   1.3   16.838  0.010   18.127  0.029   17.284  0.014   18.406  0.040
99-08-11.304  1401.809   1.3   16.813  0.011   18.110  0.031   17.317  0.016   18.475  0.046
99-08-11.308  1401.813   1.3   16.812  0.010   18.074  0.030   17.286  0.015   18.543  0.049
99-08-12.294  1402.799   1.3   16.831  0.011   18.076  0.030   17.310  0.015   18.540  0.049
99-08-12.298  1402.803   1.3   16.805  0.010   18.095  0.030   17.304  0.015   18.525  0.048
99-08-18.268  1408.773   1.3   16.802  0.010   18.117  0.030   17.349  0.016   18.523  0.048
99-08-18.272  1408.777   1.3   16.815  0.011   18.123  0.031   17.354  0.016   18.465  0.046
99-08-22.208  1412.713   1.3   16.802  0.011   18.103  0.031   17.356  0.016   18.531  0.050
99-08-22.212  1412.717   1.3   16.806  0.011   18.122  0.031   17.348  0.016   18.491  0.048
99-08-26.256: 1416.762   1.3   16.783  0.011   18.083  0.034   17.415  0.019   18.573  0.057
99-08-26.260: 1416.766   1.3   16.773  0.011   18.156  0.036   17.404  0.019   18.593  0.058
99-09-10.197  1431.703   1.3   16.764  0.010   18.143  0.031   17.480  0.017   18.586  0.050
99-09-10.201  1431.707   1.3   16.762  0.010   18.126  0.030   17.460  0.017   18.634  0.052
99-09-14.174  1435.680   1.3   16.766  0.010   18.129  0.032   17.495  0.018   18.477  0.049
99-09-14.178  1435.684   1.4   16.772  0.010   18.159  0.032   17.464  0.018   18.457  0.047
99-09-17.167  1438.672   1.3   16.768  0.010   18.171  0.030   17.510  0.017   18.450  0.043
99-09-17.171  1438.676   1.3   16.764  0.009   18.194  0.031   17.501  0.017   18.436  0.041
99-09-20.152  1441.657   1.3   16.757  0.011   18.152  0.035   17.498  0.019   18.469  0.052
99-09-20.148  1441.653   1.3   16.748  0.010   18.095  0.031   17.478  0.018   18.608  0.054
99-09-26.133  1447.638   1.3   16.768  0.013   18.238  0.044   17.596  0.024   18.456  0.060
99-09-26.137  1447.642   1.3   16.736  0.011   18.168  0.037   17.570  0.021   18.476  0.053
99-09-29.130  1450.635   1.3   16.748  0.009   18.195  0.031   17.560  0.018   18.592  0.048
99-09-29.134  1450.639   1.3   16.724  0.009   18.178  0.032   17.549  0.018   18.618  0.051
99-10-07.109  1458.614   1.3   16.694  0.010   18.161  0.032   17.535  0.019   18.603  0.053
99-10-07.113  1458.618   1.3   16.697  0.009   18.185  0.031   17.558  0.018   18.572  0.048
99-10-10.094  1461.599   1.3   16.694  0.009   18.135  0.030   17.563  0.018   18.605  0.049
99-10-10.098  1461.603   1.3   16.699  0.009   18.176  0.031   17.568  0.018   18.555  0.049
99-10-20.148  1471.652   1.3   16.679  0.010   18.183  0.035   17.597  0.021   18.575  0.054
99-10-20.152  1471.656   1.3   16.672  0.010   18.171  0.035   17.582  0.021   18.588  0.055
99-10-25.153  1476.657   1.2   16.647  0.010   18.183  0.037   17.565  0.021   18.449  0.050
99-10-25.157  1476.661   1.3   16.639  0.010   18.181  0.037   17.613  0.022   18.649  0.061
99-10-28.054  1479.557   1.3   16.653  0.009   18.189  0.032   17.634  0.020   18.504  0.048
99-10-28.058  1479.561   1.3   16.651  0.009   18.204  0.032   17.601  0.019   18.399  0.043
99-10-30.068  1481.571   1.2   16.639  0.008   18.188  0.029   17.601  0.018   18.547  0.042
99-10-30.072  1481.575   1.2   16.643  0.008   18.159  0.029   17.605  0.018   18.566  0.045
99-11-06.128  1488.631   1.2   16.573  0.008   18.139  0.028   17.626  0.018   18.518  0.042
99-11-06.132  1488.635   1.2   16.587  0.008   18.189  0.030   17.638  0.019   18.587  0.046
99-11-09.033  1491.535   1.3   16.575  0.008   18.130  0.030   17.637  0.020   18.674  0.053
99-11-09.037  1491.539   1.3   16.597  0.008   18.182  0.031   17.612  0.019   18.584  0.048
99-11-12.097  1494.599   1.2   16.574  0.009   18.159  0.032   17.606  0.020   18.692  0.056
99-11-12.101  1494.603   1.3   16.573  0.008   18.140  0.030   17.642  0.020   18.687  0.053
99-11-16.085  1498.587   1.2   16.594  0.011   18.198  0.039   17.589  0.023   18.708  0.072
99-11-16.090  1498.591   1.3   16.581  0.010   18.171  0.037   17.625  0.023   18.660  0.066
99-11-19.073  1501.575   1.2   16.586  0.011   18.211  0.041   17.725  0.027   18.765  0.077
99-11-19.077  1501.579   1.2   16.576  0.011   18.220  0.043   17.710  0.027   18.829  0.084
99-11-24.088  1506.590   1.3   16.617  0.012   18.277  0.046   17.761  0.028   18.709  0.078
99-11-26.082  1508.582   1.3   16.587  0.008   18.166  0.030   17.655  0.019   18.640  0.049
99-11-26.086  1508.586   1.2   16.558  0.008   18.225  0.032   17.664  0.020   18.835  0.059
99-11-29.042  1511.542   1.2   16.608  0.008   18.211  0.031   17.673  0.020   18.555  0.046
99-11-29.046  1511.546   1.3   16.586  0.008   18.215  0.032   17.663  0.020   18.659  0.050
99-12-03.066: 1515.566   1.4   16.590  0.009   18.139  0.032   17.704  0.023   18.606  0.054
99-12-03.070  1515.570   1.3   16.575  0.009   18.138  0.032   17.664  0.022   18.832  0.066
99-12-04.039  1516.540   1.3   16.597  0.008   18.115  0.030   17.658  0.021   18.717  0.055
99-12-04.043  1516.544   1.3   16.603  0.008   18.163  0.031   17.673  0.021   18.708  0.054
99-12-09.033  1521.532   1.3   16.618  0.009   18.130  0.032   17.693  0.022   18.788  0.065
99-12-09.037  1521.536   1.2   16.613  0.009   18.201  0.032   17.709  0.021   18.706  0.055
99-12-17.028  1529.527   1.3   16.613  0.010   18.240  0.041   17.698  0.025   18.809  0.076
99-12-17.032  1529.531   1.3   16.594  0.010   18.242  0.038   17.770  0.025   18.672  0.063
00-04-19.415: 1653.911   1.3   16.798  0.017   18.241  0.057   17.788  0.035   18.656  0.099  
00-04-19.419: 1653.915   1.3   16.796  0.015   18.222  0.050   17.915  0.036   18.628  0.084  
00-04-20.412: 1654.908   1.2   16.783  0.010   18.331  0.036   17.861  0.024   18.588  0.048  
00-04-20.416: 1654.912   1.3   16.809  0.010   18.314  0.037   17.842  0.024   18.577  0.050  
00-04-27.414  1661.911   1.3   16.784  0.010   18.287  0.035   17.933  0.026   18.494  0.045
00-04-27.418  1661.915   1.4   16.781  0.010   18.298  0.036   17.851  0.024   18.490  0.046
00-05-06.412  1670.909   1.3   16.783  0.010   18.333  0.035   17.905  0.024   18.560  0.047
00-05-06.416  1670.913   1.3   16.793  0.010   18.336  0.035   17.886  0.024   18.529  0.046
00-05-12.395  1676.892   1.3   16.778  0.009   18.320  0.033   17.870  0.022   18.555  0.043
00-05-12.398  1676.896   1.3   16.760  0.009   18.325  0.034   17.923  0.024   18.570  0.045
00-05-17.385  1681.883   1.3   16.757  0.010   18.255  0.036   17.848  0.025   18.582  0.052
00-05-17.389  1681.887   1.3   16.776  0.010   18.275  0.036   17.904  0.026   18.528  0.049
00-05-23.406  1687.905   1.3   16.759  0.010   18.321  0.037   17.889  0.025   18.561  0.051
00-05-23.410  1687.909   1.3   16.764  0.010   18.300  0.036   17.853  0.024   18.604  0.051
00-05-30.359  1694.858   1.3   16.770  0.009   18.329  0.033   17.890  0.023   18.535  0.042
00-05-30.363  1694.862   1.2   16.753  0.009   18.312  0.032   17.879  0.022   18.502  0.040
00-05-31.408  1695.908   1.2   16.774  0.008   18.361  0.033   17.893  0.022   18.496  0.038
00-05-31.412  1695.912   1.3   16.768  0.009   18.282  0.031   17.844  0.021   18.520  0.040
00-06-03.414  1698.914   1.3   16.760  0.009   18.299  0.033   17.864  0.023   18.572  0.044
00-06-03.418  1698.918   1.3   16.757  0.009   18.275  0.032   17.848  0.022   18.640  0.047
00-06-10.386  1705.887   1.3   16.776  0.009   18.309  0.034   17.859  0.023   18.443  0.042
00-06-10.390  1705.891   1.3   16.776  0.009   18.300  0.033   17.854  0.023   18.502  0.043
00-06-22.357  1717.859   1.2   16.773  0.009   18.395  0.037   17.892  0.024   18.550  0.044
00-06-22.362  1717.864   1.2   16.799  0.010   18.338  0.037   17.903  0.025   18.546  0.048
00-06-26.364  1721.866   1.3   16.784  0.010   18.375  0.037   17.865  0.023   18.527  0.046
00-06-26.368  1721.870   1.3   16.778  0.010   18.301  0.035   17.873  0.024   18.614  0.050
00-07-04.383  1729.886   1.3   16.803  0.009   18.310  0.032   17.898  0.023   18.495  0.040
00-07-04.387  1729.890   1.3   16.776  0.009   18.298  0.032   17.904  0.023   18.510  0.041
00-07-13.355  1738.858   1.2   16.794  0.009   18.281  0.033   17.873  0.023   18.584  0.045
00-07-13.359  1738.862   1.2   16.781  0.009   18.329  0.034   17.887  0.023   18.515  0.042
00-07-31.296  1756.801   1.3   16.826  0.010   18.302  0.034   17.879  0.024   18.606  0.049
00-07-31.300  1756.805   1.3   16.819  0.010   18.288  0.034   17.912  0.025   18.607  0.049
00-08-05.277  1761.782   1.3   16.837  0.010   18.361  0.037   17.936  0.025   18.616  0.051
00-08-05.281  1761.786   1.3   16.810  0.010   18.363  0.036   17.923  0.024   18.508  0.044
00-08-10.192  1766.697   1.3   16.826  0.010   18.354  0.037   17.929  0.026   18.491  0.046
00-08-10.196  1766.701   1.3   16.821  0.010   18.358  0.037   17.933  0.025   18.514  0.046
00-08-26.246  1782.751   1.4   16.828  0.011   18.396  0.039   17.921  0.026   18.456  0.047
00-08-26.250  1782.755   1.3   16.830  0.011   18.411  0.040   17.907  0.025   18.492  0.048
00-08-26.258  1782.764   1.4   16.836  0.011   18.326  0.037   17.875  0.025   18.451  0.047
00-08-26.262  1782.768   1.3   16.817  0.011   18.364  0.038   17.926  0.026   18.462  0.046
00-09-02.198  1789.703   1.3   16.835  0.009   18.333  0.034   17.922  0.024   18.450  0.039
00-09-02.202  1789.707   1.3   16.834  0.009   18.359  0.034   17.935  0.024   18.436  0.039
00-09-16.172  1803.677   1.3   16.845  0.012   18.315  0.040   17.897  0.028   18.470  0.051
00-09-22.179  1809.684   1.3   16.852  0.010   18.371  0.035   17.945  0.024   18.456  0.041
00-09-22.183  1809.688   1.3   16.850  0.009   18.437  0.036   17.998  0.025   18.397  0.037
00-10-01.140  1818.645   1.2   16.872  0.010   18.383  0.035   18.000  0.025   18.408  0.038
00-10-01.144  1818.649   1.3   16.848  0.010   18.413  0.036   17.997  0.025   18.435  0.039
00-10-05.094  1822.599   1.3   16.894  0.012   18.337  0.040   17.968  0.029   18.386  0.048
00-10-05.098  1822.603   1.3   16.832  0.010   18.429  0.039   17.972  0.026   18.445  0.044
